BIB,country,link,mark,name,position
1705,ETH,https://www.worldathletics.org/athletes/ethiopia/mare-dibaba-14326294,2:28:48,Mare DIBABA,22
2557,NED,https://www.worldathletics.org/athletes/netherlands/hilde-kibet-14289096,2:28:52,Hilda KIBET,23
2631,PER,https://www.worldathletics.org/athletes/peru/inés-melchor-14293292,2:28:54,Inés MELCHOR,24
1640,ESP,https://www.worldathletics.org/athletes/spain/alessandra-aguilar-14262157,2:29:19,Alessandra AGUILAR,25
2432,LTU,https://www.worldathletics.org/athletes/lithuania/rasa-drazdauskaitė-14290222,2:29:29,Rasa DRAZDAUSKAITÉ,26
2436,LTU,https://www.worldathletics.org/athletes/lithuania/diana-lobacevské-14290306,2:29:32,Diana MACIUSONYTE,27
2156,ITA,https://www.worldathletics.org/athletes/italy/anna-incerti-14284533,2:29:38,Anna INCERTI,28
2150,ITA,https://www.worldathletics.org/athletes/italy/rosaria-console-14284099,2:30:09,Rosaria CONSOLE,29
1131,BDI,https://www.worldathletics.org/athletes/burundi/diane-nukuri-14270524,2:30:13,Diane NUKURI,30
1937,GER,https://www.worldathletics.org/athletes/germany/susanne-hahn-14279400,2:30:22,Susanne RITTER,31
1200,BLR,https://www.worldathletics.org/athletes/belarus/nastassia-ivanova-14269599,2:30:25,Nastassia IVANOVA,32
1184,BLR,https://www.worldathletics.org/athletes/belarus/svetlana-klimkovich-kovgan-14269832,2:30:26,Sviatlana KOUHAN,33
2792,RSA,https://www.worldathletics.org/athletes/south-africa/rené-kalmer-14296453,2:30:51,René KALMER,34
2686,POL,https://www.worldathletics.org/athletes/poland/karolina-nadolska-14293773,2:30:57,Karolina NADOLSKA,35
1010,ALG,https://www.worldathletics.org/athletes/algeria/souad-ait-salem-14272893,2:31:15,Souad AÏT SALEM,36
2538,NAM,https://www.worldathletics.org/athletes/namibia/beata-naigambo-14291442,2:31:16,Beata NAIGAMBO,37
1082,AUS,https://www.worldathletics.org/athletes/australia/jessica-stenson-14336656,2:31:17,Jessica TRENGOVE,38
1549,DEN,https://www.worldathletics.org/athletes/denmark/jess-draskau-petersson-14262541,2:31:43,Jessica DRASKAU-PETERSSON,39
2362,KOR,https://www.worldathletics.org/athletes/korea/yun-hee-chung-14289636,2:31:58,Yunhee CHUNG,40
1712,ETH,https://www.worldathletics.org/athletes/ethiopia/asselefech-medessa-mergia-14259925,2:32:03,Aselefech MERGIA,41
2632,PER,https://www.worldathletics.org/athletes/peru/gladys-tejeda-14383678,2:32:07,Gladys TEJEDA,42
1865,GBR,https://www.worldathletics.org/athletes/great-britain-ni/freya-murray-14275864,2:32:14,Freya ROSS,43
2773,ROU,https://www.worldathletics.org/athletes/romania/lidia-şimon-14295968,2:32:46,Lidia SIMON,44
2513,MEX,https://www.worldathletics.org/athletes/mexico/marisol-romero-rosales-14291236,2:33:08,Marisol ROMERO,45
1236,BRA,https://www.worldathletics.org/athletes/brazil/adriana-aparecida-da-silva-14269334,2:33:15,Adriana Aparecida DA SILVA,46
3155,UKR,https://www.worldathletics.org/athletes/ukraine/olena-burkovska-14303489,2:33:26,Olena BURKOVSKA,47
2738,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/kum-ok-kim-14295210,2:33:30,Kum-Ok KIM,48
2511,MEX,https://www.worldathletics.org/athletes/mexico/karina-pérez-14291189,2:33:30,Karina PÉREZ,49
1422,COL,https://www.worldathletics.org/athletes/colombia/erika-abril-14940634,2:33:33,Erika ABRIL,50
1460,CRO,https://www.worldathletics.org/athletes/croatia/lisa-christina-nemec-14322227,2:34:03,Lisa Christina NEMEC,51
2978,SUI,https://www.worldathletics.org/athletes/switzerland/maja-neuenschwander-14301064,2:34:50,Maja NEUENSCHWANDER,52
1092,AUT,https://www.worldathletics.org/athletes/austria/andrea-mayr-14270847,2:34:51,Andrea MAYR,53
2630,PER,https://www.worldathletics.org/athletes/peru/vilma-arizapana-14293263,2:35:09,Wilma ARIZAPANA,54
2737,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/jon-kyong-hui-14367922,2:35:17,Kyong-Hui JON,55
1857,GBR,https://www.worldathletics.org/athletes/great-britain-ni/claire-hallissey-14275213,2:35:39,Claire HALLISSEY,56
1605,ERI,https://www.worldathletics.org/athletes/eritrea/rehaset-mehari-14464173,2:35:49,Rehaset MEHARI,57
2347,KGZ,https://www.worldathletics.org/athletes/kirghizistan/iuliia-andreeva-14522921,2:36:01,Iuliia ANDREEVA,58
1647,ESP,https://www.worldathletics.org/athletes/spain/elena-maría-espeso-14360230,2:36:12,María Elena ESPESO,59
1257,BRN,https://www.worldathletics.org/athletes/bahrain/lishan-dula-14413299,2:36:20,Lishan DULA,60
1339,CHI,https://www.worldathletics.org/athletes/chile/erika-alejandra-de-la-fuente-14269220,2:36:41,Erika Alejandra DE LA FUENTE,61
2487,MDA,https://www.worldathletics.org/athletes/moldova/natalia-cerches-14290882,2:37:13,Natalia CERCHES,62
2101,IRL,https://www.worldathletics.org/athletes/ireland/linda-byrne-14283153,2:37:13,Linda BYRNE,63
1542,CZE,https://www.worldathletics.org/athletes/czech-republic/ivana-sekyrová-14262751,2:37:14,Ivana SEKYROVÁ,64
2106,IRL,https://www.worldathletics.org/athletes/ireland/ava-hutchinson-14275405,2:37:17,Ava HUTCHINSON,65
1340,CHI,https://www.worldathletics.org/athletes/chile/nataly-romero-jaramillo-14266817,2:37:47,Natalia ROMERO,66
1488,CUB,https://www.worldathletics.org/athletes/cuba/dailin-belmonte-14263683,2:38:08,Dailín BELMONTE,67
2958,SRB,https://www.worldathletics.org/athletes/serbia/ana-subotić-14300430,2:38:22,Ana SUBOTIC,68
3087,TUR,https://www.worldathletics.org/athletes/turkey/sultan-haydar-14259831,2:38:26,Sultan HAYDAR,69
2476,MAR,https://www.worldathletics.org/athletes/morocco/samira-raif-14290757,2:38:31,Samira RAIF,70
2739,PRK,https://www.worldathletics.org/athletes/dpr-of-korea/mi-gyong-kim-14375857,2:38:33,Mi-Gyong KIM,71
2435,LTU,https://www.worldathletics.org/athletes/lithuania/renalda-kergyté-14290271,2:39:01,Remalda KERGYTÈ,72
2366,KOR,https://www.worldathletics.org/athletes/korea/kyung-hee-lim-14289823,2:39:03,Kyunghee LIM,73
2526,MNE,https://www.worldathletics.org/athletes/montenegro/sladana-perunović-14383719,2:39:07,Sladana PERUNOVIC,74
1178,BLR,https://www.worldathletics.org/athletes/belarus/volha-dubovskaya-14269648,2:39:12,Olga DUBOVSKAYA,75
2261,JPN,https://www.worldathletics.org/athletes/japan/risa-shigetomo-14287827,2:40:06,Risa SHIGETOMO,76
3068,TUN,https://www.worldathletics.org/athletes/tunisia/amira-benamor-14303079,2:40:13,Amira BEN AMOR,77
2793,RSA,https://www.worldathletics.org/athletes/united-states/tanith-maxwell-14296611,2:40:27,Tanith MAXWELL,78
1027,ARG,https://www.worldathletics.org/athletes/argentina/maría-de-los-angeles-peralta-14272611,2:40:50,María PERALTA,79
1578,ECU,https://www.worldathletics.org/athletes/ecuador/rosa-chacha-14262327,2:40:57,Rosa CHACHA,80
2062,INA,https://www.worldathletics.org/athletes/indonesia/triyaningsih-triyaningsih-14282744,2:41:15,- TRIYANINGSIH,81
2059,HUN,https://www.worldathletics.org/athletes/hungary/beáta-rakonczai-14282256,2:41:20,Beáta RAKONCZAI,82
2765,ROU,https://www.worldathletics.org/athletes/romania/constantina-dita-tomescu-14295567,2:41:34,Constantina DITA,83
1736,FIN,https://www.worldathletics.org/athletes/finland/leena-puotiniemi-14378769,2:42:01,Leena PUOTINIEMI,84
2934,SLO,https://www.worldathletics.org/athletes/slovenia/žana-jereb-14441629,2:42:50,Žana JEREB,85
2420,LES,https://www.worldathletics.org/athletes/lesotho/mamorallo-tjoka-14290149,2:43:15,Mamorallo TJOKA,86
1451,CRC,https://www.worldathletics.org/athletes/costa-rica/gabriela-traña-14263873,2:43:17,Gabriela TRAÑA,87
2051,HUN,https://www.worldathletics.org/athletes/hungary/zsófia-erdélyi-14281461,2:44:45,Zsófia ERDÉLYI,88
3120,UGA,https://www.worldathletics.org/athletes/uganda/jane-suuto-14303399,2:44:46,Jane SUUTO,89
3353,VEN,https://www.worldathletics.org/athletes/venezuela/yolimar-pineda-14325191,2:45:16,Yolimar PINEDA,90
2055,HUN,https://www.worldathletics.org/athletes/hungary/anikó-kálovics-14281775,2:45:55,Anikó KÁLOVICS,91
2365,KOR,https://www.worldathletics.org/athletes/korea/sung-eun-kim-14289756,2:46:38,Seongeun KIM,92
1661,ESP,https://www.worldathletics.org/athletes/spain/vanesa-veiga-14260269,2:46:53,Vanessa VEIGA,93
2402,LAT,https://www.worldathletics.org/athletes/latvia/dace-lina-14458599,2:47:47,Dace LINA,94
2992,SVK,https://www.worldathletics.org/athletes/slovak-republic/katarína-pejpkova-berešová-14301373,2:48:11,Katarina BÉREŠOVÁ,95
1085,AUS,https://www.worldathletics.org/athletes/australia/benita-willis-johnson-14271064,2:49:38,Benita WILLIS,96
2906,RWA,https://www.worldathletics.org/athletes/rwanda/claudette-mukasakindi-14299953,2:51:07,Claudette MUKASAKINDI,97
2516,MGL,https://www.worldathletics.org/athletes/mongolia/otgonbayar-luvsanlkhundeg-14291305,2:52:15,Otgonbayar LUVSANLUNDEG,98
1674,EST,https://www.worldathletics.org/athletes/estonia/evelin-talts-14260141,2:54:15,Evelin TALTS,99
1992,GRE,https://www.worldathletics.org/athletes/greece/konstantina-kefala-14280689,3:01:18,Konstadína KEFALÁ,100
2535,MYA,https://www.worldathletics.org/athletes/myanmar/ni-lar-san-14291418,3:04:27,Ni Lar SAN,101
3027,TLS,https://www.worldathletics.org/athletes/timor-leste/juventina-napoleao-14446466,3:05:07,Juventina NAPOLEAO,102
2107,IRL,https://www.worldathletics.org/athletes/ireland/catriona-jennings-14275449,3:22:11,Caitriona JENNINGS,103
1424,COL,https://www.worldathletics.org/athletes/colombia/yolanda-caballero-14264046,DQ,Yolanda CABALLERO,"(None,)"
3085,TUR,https://www.worldathletics.org/athletes/turkey/bahar-doğan-14303236,DQ,Bahar DOGAN,"(None,)"
3094,TUR,https://www.worldathletics.org/athletes/turkey/ümmü-kiraz-14303292,DQ,Ümmü KIRAZ,"(None,)"
3161,UKR,https://www.worldathletics.org/athletes/ukraine/tetyana-gamera-14303581,DQ,Tetiana SHMYRKO,"(None,)"
2895,RUS,https://www.worldathletics.org/athletes/russia/liliya-shobukhova-14299314,DQ,Liliya SHOBUKHOVA,"(None,)"
1390,CHN,https://www.worldathletics.org/athletes/pr-of-china/jiali-wang-14265125,DQ,Jiali WANG,"(None,)"
3159,UKR,https://www.worldathletics.org/athletes/ukraine/tetyana-filonyuk-14303567,DNF,Tetyana FILONYUK,"(None,)"
2955,SRB,https://www.worldathletics.org/athletes/serbia/olivera-jevtić-14300350,DNF,Olivera JEVTIC,"(None,)"
1154,BIH,https://www.worldathletics.org/athletes/bosniaherzegovina/lucia-mwihaki-kimani-14270036,DNF,Lucia Mwihaki KIMANI,"(None,)"
2558,NED,https://www.worldathletics.org/athletes/netherlands/lornah-kiplagat-14291787,DNF,Lornah KIPLAGAT,"(None,)"
2471,MAR,https://www.worldathletics.org/athletes/morocco/soumiya-laabani-14290703,DNF,Soumiya LABANI,"(None,)"
3282,USA,https://www.worldathletics.org/athletes/united-states/desiree-linden-14308638,DNF,Desireé LINDEN,"(None,)"
3369,ZIM,https://www.worldathletics.org/athletes/zimbabwe/sharon-tavengwa-14325382,DNF,Sharon TAVENGWA,"(None,)"
2795,RSA,https://www.worldathletics.org/athletes/south-africa/irvette-van-zyl-14296979,DNF,Irvette VAN ZYL,"(None,)"
1880,GBR,https://www.worldathletics.org/athletes/great-britain-ni/mara-yamauchi-14276819,DNF,Mara YAMAUCHI,"(None,)"
